id	property	value
19841	mechanism	Square Grid
20545	type	Family Games
20545	type	Party Games
20545	category	Children's Game
20545	category	Dice
20545	family	Components: Dice with Icons
20545	family	Game: Rory's Story Cubes
20545	family	Mechanic: Storytelling dice game
20545	family	Mechanism: Story Creation
20545	mechanism	Cooperative Game
20545	mechanism	Dice Rolling
20545	mechanism	Pattern Recognition
20545	mechanism	Storytelling
21050	type	Wargames
21050	category	Wargame
21050	category	World War II
21050	family	Players: Two Player Only Games
21050	family	Series: Combat Commander
21050	mechanism	Advantage Token
21050	mechanism	Campaign / Battle Card Driven
21050	mechanism	Grid Movement
21050	mechanism	Hexagon Grid
21050	mechanism	Simulation
21050	mechanism	Variable Phase Order
22348	type	Party Games
22348	category	Humor
22348	category	Party Game
22348	family	Components: Sand Timers
22348	family	Mechanism: Drawing
22348	mechanism	Line Drawing
22889	type	Children's Games
22889	type	Family Games
22889	type	Party Games
22889	category	Abstract Strategy
22889	category	Memory
22889	category	Party Game
22889	category	Puzzle
22889	family	Components: Sand Timers
22889	family	Game: Pictureka
22889	mechanism	Auction/Bidding
22889	mechanism	Memory
22889	mechanism	Modular Board
23658	type	Children's Games
23658	category	Children's Game
23658	category	Memory
23658	category	Racing
23658	family	Creatures: Dragons
23658	family	Series: Mitbringspiele (HABA)
23658	mechanism	Memory
24508	type	Abstract Games
24508	type	Strategy Games
24508	category	Abstract Strategy
24508	category	Territory Building
24508	family	Components: 3-Dimensional (3D)
24508	family	Digital Implementations: Board Game Arena
24508	family	Region: Oceania
24508	family	Theme: Tropical
24508	family	Theme: Tropical Islands
24508	mechanism	Layering
24508	mechanism	Race
24508	mechanism	Team-Based Game
24508	mechanism	Tile Placement
25021	type	Wargames
25021	category	Civil War
25021	category	Pike and Shot
25021	category	Wargame
25021	family	Components: Block Wargames
25021	family	Components: Map (Continental / National scale)
25021	family	Components: Multi-Use Cards
25021	family	Country: Japan
25021	family	Digital Implementations: Yucata
25021	family	History: Sengoku Period
25021	mechanism	Action Points
25021	mechanism	Card Play Conflict Resolution
25021	mechanism	Force Commitment
25021	mechanism	Hand Management
25021	mechanism	Point to Point Movement
25021	mechanism	Secret Unit Deployment
25071	type	Thematic Games
25071	category	Card Game
25071	category	Fighting
25071	category	Horror
25071	category	Humor
25071	family	Game: Munchkin
25071	family	Theme: Cthulhu Mythos
25071	mechanism	Dice Rolling
25071	mechanism	Trading
25071	mechanism	Variable Player Powers
25821	type	Party Games
25821	category	Bluffing
25821	category	Deduction
25821	category	Horror
25821	category	Murder/Mystery
25821	category	Party Game
25821	family	Creatures: Werewolves
25821	family	Digital Implementations: Board Game Arena
25821	family	Game: Werewolf / Mafia
25821	mechanism	Hidden Roles
25821	mechanism	Player Elimination
25821	mechanism	Role Playing
25821	mechanism	Team-Based Game
25821	mechanism	Variable Player Powers
25821	mechanism	Voting
26859	type	Party Games
26859	category	Fantasy
26859	category	Humor
26859	category	Party Game
26859	family	Admin: Better Description Needed!
26859	mechanism	Acting
26859	mechanism	Area Movement
26859	mechanism	Open Drafting
26859	mechanism	Player Elimination
27225	type	Family Games
27225	category	Real-time
27225	category	Word Game
27225	family	Containers: Unique Shape
27225	family	Containers: Zippered Pouch
27225	family	Food & Drink: Bananas
27225	family	Game: Bananagrams
27225	family	Players: Games with Solitaire Rules
27225	family	Word Games: Spelling / Letters
27225	mechanism	Race
27225	mechanism	Tile Placement
27627	type	Thematic Games
27627	category	Adventure
27627	category	Exploration
27627	category	Fantasy
27627	category	Fighting
27627	family	Category: Dungeon Crawler
27627	family	Components: Miniatures
27627	family	Game: Talisman
27627	family	Misc: LongPack Games
27627	mechanism	Dice Rolling
27627	mechanism	Role Playing
27627	mechanism	Roll / Spin and Move
27627	mechanism	Take That
27627	mechanism	Variable Player Powers
27710	type	Family Games
27710	category	Dice
27710	family	Components: Dice with Icons
27710	family	Game: Catan
27710	family	Mechanism: Roll-and-Write
27710	family	Versions & Editions: Dice Versions of Non-Dice Games
27710	mechanism	Dice Rolling
27710	mechanism	Paper-and-Pencil
27710	mechanism	Set Collection
27710	mechanism	Solo / Solitaire Game
28023	type	Family Games
28023	category	Nautical
28023	category	Pirates
28023	category	Racing
28023	family	Country: Jamaica
28023	family	Theme: Colonial
28023	family	Components: Miniatures
28023	family	Theme: Pirates
28023	mechanism	Dice Rolling
28023	mechanism	Hand Management
28023	mechanism	Race
28023	mechanism	Roll / Spin and Move
28023	mechanism	Simultaneous Action Selection
28143	type	Strategy Games
28143	category	Card Game
28143	category	Civilization
28143	category	Economic
28143	category	Science Fiction
28143	category	Space Exploration
28143	family	Components: Multi-Use Cards
28143	family	Digital Implementations: Board Game Arena
28143	family	Game: Race for the Galaxy
28143	family	Mechanism: Tableau Building
28143	family	Players: Games with expansions that add solo play
28143	mechanism	Follow
28143	mechanism	Hand Management
28143	mechanism	Set Collection
28143	mechanism	Simultaneous Action Selection
28143	mechanism	Turn Order: Role Order
28143	mechanism	Variable Phase Order
28238	type	Children's Games
28238	category	Animals
28238	category	Children's Game
28238	category	Memory
28238	family	Animals: Frogs / Toads
28238	mechanism	Dice Rolling
28238	mechanism	Memory
29223	type	Family Games
29223	category	Arabian
29223	family	Cities: Marrakech (Morocco)
29223	family	Country: Morocco
29223	family	Digital Implementations: Board Game Arena
29223	family	Digital Implementations: Tabletopia
29223	family	Misc: Mensa Select
29223	family	Theme: Sewing / Knitting / Cloth-Making
29223	mechanism	Area Majority / Influence
29223	mechanism	Roll / Spin and Move
29223	mechanism	Tile Placement
29387	type	Family Games
29387	type	Party Games
29387	category	Card Game
29387	category	Zombies
29387	family	Creatures: Zombies
29387	family	Game: Fluxx
29387	mechanism	Hand Management
29387	mechanism	Set Collection
29387	mechanism	Take That
30549	type	Family Games
30549	type	Strategy Games
30549	category	Medical
30549	family	Components: Map (Global Scale)
30549	family	Components: Multi-Use Cards
30549	family	Digital Implementations: Board Game Arena
30549	family	Game: Pandemic
30549	family	Medical: Diseases
30549	family	Occupation: Dispatcher
30549	mechanism	Action Points
30549	mechanism	Cooperative Game
30549	mechanism	Hand Management
30549	mechanism	Point to Point Movement
30549	mechanism	Set Collection
30549	mechanism	Trading
30933	type	Party Games
30933	category	American West
30933	category	Bluffing
30933	category	Card Game
30933	category	Deduction
30933	category	Fighting
30933	category	Humor
30933	family	Containers: Tubes
30933	family	Containers: Unique Shape
30933	family	Game: BANG!
30933	mechanism	Hand Management
30933	mechanism	Hidden Roles
30933	mechanism	Player Elimination
30933	mechanism	Take That
30933	mechanism	Team-Based Game
30933	mechanism	Variable Player Powers
31260	type	Strategy Games
31260	category	Animals
31260	category	Economic
31260	category	Farming
31260	family	Animals: Cattle / Cows
31260	family	Animals: Horses
31260	family	Animals: Pigs
31260	family	Animals: Sheep
31260	family	Components: Meeples (Animal) / Animeeples
31260	family	Components: Wooden pieces & boards
31260	mechanism	Advantage Token
31260	mechanism	Automatic Resource Growth
31260	mechanism	Closed Drafting
31260	mechanism	Enclosure
31260	mechanism	Hand Management
31260	mechanism	Increase Value of Unchosen Resources
34635	type	Family Games
34635	type	Strategy Games
34635	category	Dice
34635	category	Economic
34635	category	Prehistoric
34635	family	Digital Implementations: Board Game Arena
34635	family	Digital Implementations: Yucata
34635	family	Game: Stone Age
34635	mechanism	Contracts
34635	mechanism	Dice Rolling
34635	mechanism	End Game Bonuses
34635	mechanism	Set Collection
34635	mechanism	Turn Order: Progressive
34635	mechanism	Worker Placement
35677	type	Strategy Games
35677	category	City Building
35677	category	Economic
35677	category	Industry / Manufacturing
35677	category	Nautical
35677	family	Cities: Le Havre (France)
35677	family	Country: France
35677	family	Game: Le Havre
35677	family	Players: Games with Solitaire Rules
35677	family	Region: Normandy (France)
35677	family	Series: Harvest (Uwe Rosenberg)
35677	mechanism	Automatic Resource Growth
35677	mechanism	End Game Bonuses
35677	mechanism	Increase Value of Unchosen Resources
35677	mechanism	Loans
35677	mechanism	Ownership
35677	mechanism	Solo / Solitaire Game
36218	type	Strategy Games
36218	category	Card Game
36218	category	Medieval
36218	family	Crowdfunding: Wspieram
36218	family	Game: Dominion
36218	family	Misc: Mensa Select
36218	mechanism	Deck, Bag, and Pool Building
36218	mechanism	Delayed Purchase
36218	mechanism	Hand Management
36218	mechanism	Take That
36218	mechanism	Variable Set-up
37400	type	Family Games
37400	category	Dice
37400	family	Components: Dice with Icons
37400	family	Series: The Chicken Family of Zoch
37400	family	Theme: Food / Cooking
37400	mechanism	Dice Rolling
37400	mechanism	Memory
37400	mechanism	Push Your Luck
37400	mechanism	Set Collection
37836	type	Wargames
37836	category	Ancient
37836	category	Civil War
37836	category	Wargame
37836	family	Ancient: Rome
37836	family	Components: Block Wargames
37836	family	Components: Map (Continental / National scale)
37836	family	Digital Implementations: Rally the Troops
37836	family	History: Roman Civil Wars
37836	family	Players: Two Player Only Games
37836	mechanism	Campaign / Battle Card Driven
37836	mechanism	Dice Rolling
37836	mechanism	Hand Management
37836	mechanism	Point to Point Movement
37836	mechanism	Secret Unit Deployment
37836	mechanism	Simulation
38032	type	Family Games
38032	category	Card Game
38032	category	Economic
38032	family	Cities: Istanbul (Turkey)
38032	family	History: Byzantium
38032	family	Occupation: Merchant
38032	family	Series: Small box (Lautapelit.fi)
38032	mechanism	Auction/Bidding
38032	mechanism	Auction: Turn Order Until Pass
38032	mechanism	Closed Economy Auction
38032	mechanism	Constrained Bidding
38032	mechanism	Hand Management
38032	mechanism	Open Drafting
39683	type	Strategy Games
39683	category	Economic
39683	category	Farming
39683	family	Country: China
39683	family	Crowdfunding: Wspieram
39683	family	Digital Implementations: Yucata
39683	family	Players: Games with Solitaire Rules
39683	family	Series: Harvest (Uwe Rosenberg)
39683	family	Theme: Nature
39683	mechanism	Contracts
39683	mechanism	Income
39683	mechanism	Loans
39683	mechanism	Market
39683	mechanism	Open Drafting
39683	mechanism	Set Collection
39856	type	Party Games
39856	category	Card Game
39856	category	Humor
39856	category	Party Game
39856	family	Components: Meeples (Animal) / Animeeples
39856	family	Digital Implementations: Boiteajeux
39856	family	Game: Dixit
39856	family	Mechanism: Give a Clue / Get a Clue
39856	family	Mechanism: Image Interpretation
39856	family	Mechanism: Judging Games
39856	mechanism	Race
39856	mechanism	Simultaneous Action Selection
39856	mechanism	Storytelling
39856	mechanism	Targeted Clues
39856	mechanism	Voting
40834	type	Strategy Games
40834	category	Card Game
40834	category	Medieval
40834	family	Crowdfunding: Wspieram
40834	family	Game: Dominion
40834	mechanism	Deck, Bag, and Pool Building
40834	mechanism	Hand Management
40990	type	Party Games
40990	category	Party Game
40990	category	Word Game
40990	family	Components: Sand Timers
40990	family	Misc: Mensa Select
40990	family	Theme: Traffic / Driving
40990	family	Word Games: Spelling / Letters
40990	mechanism	Team-Based Game
41010	type	Children's Games
41010	category	Children's Game
41010	category	Medieval
41010	family	Cities: Carcassonne (France)
41010	family	Game: Carcassonne
41010	family	Versions & Editions: Junior Versions of Grown-Up Games
41010	mechanism	Enclosure
41010	mechanism	Modular Board
41010	mechanism	Tile Placement
41114	type	Party Games
41114	category	Bluffing
41114	category	Card Game
41114	category	Deduction
41114	category	Negotiation
41114	category	Party Game
41114	category	Science Fiction
41114	family	Game: Werewolf / Mafia
41114	family	Series: Postcard Box Games (Indie Boards and Cards)
41114	family	Setting: Dystopian Universe (Indie Boards & Cards)
41114	mechanism	Hidden Roles
41114	mechanism	Memory
41114	mechanism	Roles with Asymmetric Information
41114	mechanism	Simultaneous Action Selection
41114	mechanism	Team-Based Game
41114	mechanism	Traitor Game
41496	type	Children's Games
41496	category	Action / Dexterity
41496	category	Animals
41496	category	Children's Game
41496	category	Educational
41496	family	Animals: Chickens
41496	mechanism	Stacking and Balancing
41863	type	Wargames
41863	category	Economic
41863	category	Wargame
41863	category	World War II
41863	family	Country: Germany
41863	family	Country: Japan
41863	family	Country: Soviet Union
41863	family	Country: United Kingdom
41863	family	Country: USA
41863	family	Game: Axis & Allies (Avalon Hill)
41863	mechanism	Area Movement
41863	mechanism	Dice Rolling
41863	mechanism	Simulation
41863	mechanism	Team-Based Game
41916	type	Children's Games
41916	type	Family Games
41916	category	Children's Game
41916	category	Fantasy
41916	category	Maze
41916	category	Memory
41916	family	Components: Game Box Used In Play
41916	family	Components: Magnets
41916	family	Components: Wooden pieces & boards
41916	mechanism	Dice Rolling
41916	mechanism	Grid Movement
41916	mechanism	Memory
41916	mechanism	Network and Route Building
41916	mechanism	Roll / Spin and Move
43570	type	Strategy Games
43570	category	Adventure
43570	category	Card Game
43570	category	Fighting
43570	category	Novel-based
43570	category	Pirates
43570	family	Players: Games with Solitaire Rules
